product_id,name,brand,item_number,price,barcode,quantity_in_stock,unit_size,description,expiry_date,taxable,stock_bought,stock_sold,stock_expired,price_per_unit,category_id,status
1427,POLYRIDE-FE ULTRA VIT C & B12 CAP 100,Seaford Pharmaceuticals,75625,89.99,774536222044,6,100 capsules,,2026-03-31,t,6,0,0,54.53,114,t
1411,OPTIFER ALPHA HEME IRON 11MG TB 30,Optifer,177453,31.99,735006320813,3,30 tbs,,,t,5,2,0,18.33,114,t
2202,VIT B12 GUMMIES 60 WEBBER,Generic,136480,19.99,625273036855,2,60 gummies,,2027-11-30,t,3,1,0,11.44,114,t
1366,ECHINACEA 1200MG CAPS 120 JAM,Jameison,638973,24.99,64642025647,4,120 tabs,,2029-12-30,t,6,2,0,15.20,114,t
1697,ZONNIC GREEN SPMNT 4MG 24,Zonnic,196631,16.99,59300074365,5,24,,,t,11,6,0,10.31,114,t
1472,VITAMIN K2+D3 SOFTGEL 30 JAMIESON,Jamieson,112092,28.99,64642090430,0,30 soft gels,,,t,1,1,0,11.33,114,t
1756,CALCIUM & MAGNESIUM CPLT 100+100 JAM,Jamieson,378489,19.99,64642026736,1,200 caplets,,2027-09-30,t,1,0,0,11.33,114,t
1755,OPTION+ CUSHION BUNION MD/LG,Option+,189971,10.99,771290027120,0,1 unit,,,t,1,1,0,6.48,114,t
1839,NATURE'S BOUNTY STRESS RELIEF ASHWAGANDHA 100,Nature's Bounty,164487,22.99,29537808996,0,100 capsules,,,t,0,0,0,13.26,114,t
1830,PANTENE PRO-V CLASSIC CLEAN SHP 530ML,Pantene,164613,13.99,80878194896,1,530 ml,,,t,2,1,0,8.18,114,t
1843,FIRST RESPONSE PREGNANCY TEST RAPID RESULT 1 TEST,First Response,53698,17.99,61700900618,3,1 test,,,t,4,1,0,10.98,114,t
766,BIOTIN 10000MCG SOFTGEL 45 JAM,Jamieson,95801,25.99,64642078766,15,45gels,,2026-09-30,t,18,3,0,15.75,114,t
1617,CANE ALUMINUM T HANDLE BLACK,,608257,34.99,775604005163,5,1,Adjustable Straight Cane,,t,6,1,0,18.22,115,t
1962,DRIVE CANE HOLDER AND STRAP,Drive,0,29.99,6291150208973410,2,1,,,t,2,0,0,0.00,115,t
2060,DRIVE WALKER TIPS GLIDE SKI PR,Drive,135261,10.99,822383533018,1,1,,,f,2,0,0,6.96,115,t
2170,OPTION+ GLOVES COTTON,Option+,187206,2.99,771290032957,3,1 pair,,,t,3,0,0,1.62,115,t
2029,"DRV REACHER 26.5""",Drive,16887,16.99,779709050202,6,1,,,f,6,0,0,9.73,115,t
2030,MCK MASKS PROCEDURE LEVEL 3 3PLY BLUE 50,McKesson,198714,9.99,612479266117,3,50,,,t,3,0,0,6.16,115,t
1948,HEALTH-ONE TOENAIL CLIPPER,Health one,0,4.99,627980500094,4,1,,,t,4,0,0,0.00,115,t
2109,"FORM UNDERPAD DISP 23X36"" 20",Formedica,32436,16.99,775604823361,3,20 Underpads,,,t,4,1,0,9.63,115,t
1966,TRANSPORT CHAIR,ATS,800003,250.00,760553669696,2,1 chair,rent $1 per day,,f,2,0,0,0.00,115,t
1919,KIT COSMETIC PADS ORGANIC COTTON OVAL 80,Kit,46158,4.99,771058601425,2,80,,,t,9,7,0,2.86,115,t
1967,ROLLATOR - BLUE,PCP,5311-BL,225.00,485035311020036000,2,1 chair,,,f,2,0,0,0.00,115,t
1968,ROLLATOR - TITANIUM,PCP,5313-TI,225.00,48503531300,1,1 chair,$1 per day rent,,f,1,0,0,0.00,115,t
1969,ROLLATOR - BLACK,PCP,5314-BL,225.00,760553661553,1,1 rollator,$1 per day rent,,f,1,0,0,0.00,115,t
1921,OPTION+ COTTON SWABS 600,Option+,192287,6.99,771290037426,5,600,,,t,7,2,0,4.63,115,t
1955,"OPTION+ CANE TIP 7/8""",Option+,145820,4.99,771290029711,4,1,,,t,4,0,0,2.03,115,t
2177,PCP - FOLDING CANE IN A BAG BRONZE,PCP - Personal Care Products,513388,45.99,760553618670,1,,,,t,1,0,0,0.00,115,t
1370,STAYSAFE VINYL MEDICAL GLOVES SMALL,StaySafe,1011,19.99,58542700773,9,100 gloves,,,f,13,4,0,0.00,115,t
2178,PCP - FOLDING CANE IN A BAG BUTTERFLY,PCP - Personal Care Products,513528,45.99,760553634038,1,1 cane,,,t,1,0,0,0.00,115,t
1925,DRIVE QUAD CANE SMALL BASE,Drive,148852,55.00,822383254050,1,1,,,f,2,1,0,23.42,115,t
1926,OPTION+ CANE QUADRIPOD SM BASE,Option +,145815,55.00,771290029766,2,1,,,f,2,0,0,24.86,115,t
1978,OPTION+ IN MOTION CANE BLACK,Option+,145819,29.99,771290029674,2,1,,,f,2,0,0,19.99,115,t
1979,OPTION+ IN MOTION CANE SMOKE,Option+,145855,29.99,771290029650,6,1,,,f,7,1,0,19.91,115,t
1980,OPTION+ IN MOTION CANE PINK,Option+,145817,29.99,771290029667,2,1,,,f,3,1,0,19.91,115,t
2188,HEALTH ONE ORAL MEDICATION DROPPER - 5ML,health one,6.28E+11,1.99,627980500797,3,1 dropper,,,t,3,0,0,0.00,115,t
1983,KIT NAIL FILE CUSHION MD,Kit,180237,2.99,771290918923,3,1,,,t,3,0,0,1.46,115,t
1984,KIT NAIL FILE CUSHION MD,Kit,180407,2.99,771290923606,3,1,,,t,3,0,0,1.62,115,t
1986,"OPTION+ CANE TIP 5/8""",Option+,145814,3.99,771290029681,4,1 pair,,,t,4,0,0,1.57,115,t
1987,EXERCISE BAND MKO,MKO,LM7225,24.99,738435170592,2,3,,,t,2,0,0,0.00,115,t
1990,MKO EXERCISE BAND,MKO,LM7226,24.99,738435170608,2,1,,,t,2,0,0,0.00,115,t
1943,PHARMASYSTEMS NAIL CLIPPERS WITH FILE,PharmaSystems,0,2.99,63636005559,2,1,,,t,2,0,0,0.00,115,t
2009,OPTION+ UNDERPADS DISPOSABLE 20,Option+,196880,11.99,771290037723,5,1,,,t,7,2,0,6.64,115,t
1910,UNDERARM CRUTCHES,PCP,5092-S,44.99,48503509293,4,1 pair,,,t,4,0,0,0.00,115,t
5,HAND EXERCISER EXTRA SOFT,First-Med1c,0,9.99,872798009813,5,1 ball,,,t,8,3,0,3.94,115,t
450,UNDERPAD ABS REUSABLE 17X25IN,Formedica,455956,12.99,775604018804,0,13 ct, ,,t,0,0,0,7.79,115,t
455,TENA UNDERWEAR OVERNIGHT SM 13,TENA,149185,28.99,768702721028,0,13 ct, ,,t,0,0,0,16.26,115,t
456,TENA BRIEFS ADJUSTABLE SUPER LG 14,TENA,405084,39.99,768702568005,0,14 ct, ,,t,0,0,0,22.35,115,t
460,TENA PADS DAY REGULAR 46,TENA,0,45.99,768702624183,0, 46 ct, ,,t,0,0,0,27.52,115,t
461,TENA PADS COMFORT XTRA ABS 30,TENA ,0,23.99,768702623216,0,30 ct, ,,t,0,0,0,14.69,115,t
505,HAND EXERCISER MEDIUM,First Medic,171934,9.99,872798009837,3,1, ,,t,3,0,0,3.94,115,t
657,PILL ORGNZ AM/PM,Card Health,191128,6.99,872798001282,0,1, ,,t,0,0,0,3.17,115,t
658,PHA PILL BX 2X/JR XL,PharmaScience,234567,17.99,63636002800,0,1, ,,t,0,0,0,7.81,115,t
2028,DRIVE M RAIL HOME BED ASSIST RAIL,Drive,108375,109.99,822383543451,1,1,,,t,5,4,0,77.35,115,t
1907,MINERAL OIL HEAVY (UD) 30ML ATL,Atlas,620856,4.99,68625170195,13,30ml,,,t,13,0,0,1.55,115,t
1745,VASELINE LIP THERAPY CUTIE ROSY 7G,"",191887,4.99,305210231597,5,7g,"",,t,9,4,0,3.02,109,t
2033,FACE MASKS CONE 5,Paramedic,781344,8.99,620278010190,3,5 masks,,,t,4,1,0,1.11,115,t
1970,WALKER WITH SKIS AND WHEELS,PCP,5051-W,109.00,48503505110,11,1 rollator,not-rentable,,f,11,0,0,1.00,115,t
662,MKO COLD/HOT GEL PACK - GREEN,MKO,13,9.99,738435173272,1,1,,,t,11,10,0,0.00,115,t
659,PILL SPLITTER/CRUSHER/BOX 3IN1,Mansfield ,20099,9.99,58542555885,4,1, ,,t,5,1,0,5.46,115,t
663,MKO COLD/HOT GEL PACK - PURPLE,MKO,12,19.99,738435173036,8,1,,,t,9,1,0,0.00,115,t
656,PILL & VITAMIN PLANNER XL,Card Health,563718,3.99,872798001275,2,1, ,,t,2,0,0,1.58,115,t
808,MKO COLD/HOT GEL PACK - YELLO,MKO,90322,3.99,738435173241,0,1 Pack,,,t,0,0,0,0.00,115,t
807,MKO COLD/HOT GEL PACK - ORANGE,MKO,15,4.99,738435173258,12,1 pack,,,t,16,4,0,0.00,115,t
1171,DRIVE CANE STRAP AND HOLDER,Drive,149170,9.99,822383548449,0,1 strap,,,t,0,0,0,4.16,115,t
1180,PILL ORGANIZER MULTI-DAY,VitaMedic,215947,11.99,872798000766,1,1 box,,,t,1,0,0,5.25,115,t
1182,PHA PILL BX WKLY SUP,PharmaSystems,695098,22.99,63636001186,0,1 box,,,t,0,0,0,10.33,115,t
1204,MKO MOIST HEAT PAD - NECK,MKO,0,37.99,738435172404,3,1 brace,,2025-06-28,f,3,0,0,0.00,115,t
1174,HUGO CANE BASE QUADPODE ULTRA STABLE,Hugo,116294,25.99,754021210497,12,1 attachment,,,t,20,8,0,14.92,115,t
661,MKO COLD/HOT GEL PACK - BLUE,MKO,14,6.99,738435173265,13,1,,,t,21,8,0,0.00,115,t
1213,MKO MOIST HEAT PAD - SMALL - NECK,MKO,LMS115,34.99,738435172381,0,1 pad,,,t,0,0,0,0.00,115,t
1188,MAGIC BAG BONUS PACK (11007&11023),The Magic Bag,79650,49.99,778314110363,3,1 Bag,,,t,3,0,0,23.39,115,t
1181,PHA PILL BX MN RCTNGL 2,PharmaSystems,295246,3.99,63636000509,6,1 box,,,t,7,1,0,1.54,115,t
1529,HEALTH ONE POCKET PILL BOX,Health One,0,4.99,627980112433,5,1 box,,,t,5,0,0,0.00,115,t
1604,FORM GLV COTT LG 2,Formedisca,973461,3.99,775604060575,4,2 gloves,,,t,5,1,0,2.42,115,t
1634,KIT NAIL CLIPPER RIGHT HANDED LG,N/A,180585,4.99,771290923064,0,1,,,t,0,0,0,2.75,115,t
1819,DRIVE QUAD CANE TIPS BASE SMALL,Drive,148846,14.99,822383563077,0,4 cane tips,,,t,0,0,0,6.33,115,t
1808,MANSFIELD NITRILE MEDICAL GLOVES MEDIUM 100,Mansfield,163864,12.99,58542700902,2,100 gloves,,,f,5,3,0,0.00,115,t
1818,"DRIVE CANE 3/4"" TIP GLOW IN THE DARK",Drive,148843,8.99,822383563084,2,1 cane tip,,,t,2,0,0,3.66,115,t
1877,MCK GLOVES EXAM NITRILE PD-FREE LG 100,McKesson,177544,17.99,628286000547,5,100,,,f,8,3,0,10.47,115,t
654,PHA PILL BX REM 7DY LG,Pharma Science,0,3.99,63636270346,5,1,check this,,t,7,2,0,1.67,115,t
518,CANADAMASQ SINGLE USE DISPOSABLE FACE MASKS - PEDIATRIC SIZE,,0,15.00,652069962593,2,50 piece,,,f,2,0,0,0.00,115,t
1820,"DRIVE TIPS REPLACEMENT 3/4"" CANE BLACK",Drive,148844,5.99,822383549767,0,1 cane tip,,,t,1,1,0,3.11,115,t
1635,"KIT CUTICLE CUTTER 1/4""",,180230,10.99,771290918831,0,1,,,t,0,0,0,6.46,115,t
1772,OPTION+ GLOVES COTTON LG,,187204,2.99,771290032919,4,1 pair,,,t,4,0,0,1.62,115,t
1637,KIT NAIL CLIPPER ANGLE,,180336,5.99,771290925310,0,1,,,t,0,0,0,3.11,115,t
3,FORM FINGER SPLINT BASEBALL MD,,601005,5.99,775604091876,4,1 splint,,,t,4,0,0,3.53,115,t
494,FORM FINGER SPLINT COTTON MD,,599845,5.99,775604091685,5,1,,,t,5,0,0,3.53,115,t
495,FORMEDICA PROTECTOR TYPE FINGER SPLINT LG,,163319,7.99,775604091784,0,1,,,t,0,0,0,3.53,115,t
935,A&D MEDIUM CUFF REPLACEMENT 23-37CM UA-290A,,20,29.99,93764604171,0,1 brace,"9 inch wide, 15 inch long",,t,0,0,0,19.16,115,t
1804,A&D LARGE REPLACEMENT CUFF 31-45CM UA-291A,,183543,29.99,93764604188,0,"12 inch wide, 18 inch long",,,t,0,0,0,21.28,115,t
881,BED PAN CONTOUR RETAIL PKG,,132589,19.99,775757606453,2,1 unit,,,f,3,1,0,11.32,115,t
1490,TENA UNDERWEAR OVERNIGHT MD 12,,104837,26.99,768702722124,5,12 pads,,,f,6,1,0,16.26,115,t
1649,PHA PILL BX AM/PM,,65036,2.99,63636001407,6,1 container,,,t,8,2,0,1.46,115,t
1187,MAGIC BAG THERMOTHERAPEUTIC EXTRA LARGE PAD,,79645,49.99,778314110073,0,1 bag,,,t,0,0,0,23.39,115,t
1760,DRIVE CANE GEL GRIP OFFSET BLUE CRACKLE,,148832,39.99,822383251738,1,1,,,t,1,0,0,23.91,115,t
1944,TIDE TO GO STAIN PEN,Tide,183952,4.99,814521012059,7,1,,,t,18,11,0,3.36,115,t
1616,CANE ALUMINUM ADJUSTABLE BLACK,,461228,29.99,775604059425,0,1,Adjustable cane  with offset,,f,0,0,0,17.08,115,t
2027,ULTRA-FINE PEN NEEDLE 31G 8MM 100,embecta,197927,65.99,383017010836,8,100,,,f,9,1,0,39.27,116,t
819,FREESTYLE LITE ZIPWIK TEST STRIP 100,Freestyle,550962,110.99,699073708250,4,100 lancets,Pri,,t,4,0,0,72.45,116,t
666,ASCENSIA CONTOUR NEXT GEN BLOOD GLUCOSE METER,Ascencia,0,44.99,629322079237,12,1,,,t,12,0,0,26.25,116,t
671,RDH ACCU-CHEK SOFTCLIX LANCET 200,Accuchek,98541,27.99,64562213216,0,200 lancets,,,t,0,0,0,16.02,116,t
673,ONE TOUCH VERIO REFLECT SYSTEM,OneTouch,139076,49.99,353885011730,0,1, ,,t,0,0,0,28.00,116,t
674,ONE TOUCH VERIO FLEX BLOOD GLUCOSE METER,OneTouch,83239,49.99,353885010726,0,1, ,,t,0,0,0,28.00,116,t
669,ASCENSIA SINGLE-LET LANCET 200,SingleLet,0,45.99,629322058508,5,200ct,,,f,8,3,0,26.15,116,t
665,ASCENSIA CONTOUR NEXT ONE BLOOD GLUCOSE MONITOR,Ascencia,176116,45.99,629322078261,4,1,check this,,t,4,0,0,26.25,116,t
670,RDH ACCU-CHEK SOFTCLIX LANCET 100,Accuchek,52936,14.99,64562213223,20,100 lancets,,,t,20,0,0,8.51,116,t
676,ONE TOUCH DELICA PLUS LANCETS 33G 100,OneTouch,140730,13.99,812608030064,6,100ct,,,t,7,1,0,7.56,116,t
672,FREESTYLE LANCETS 100/BOX,Freestyle,"94529
",14.99,93815704270,7,28ct, ,,t,6,0,0,8.40,116,t
675,ONE TOUCH DELICA PLUS LANCETS 30G 100,OneTouch,140729,13.99,812608030071,4,100ct, ,,t,5,1,0,7.56,116,t
678,A&D BLOOD PRESS MONIT13.5-21.5CM UB-525CN,Lifesource,148748,109.99,93764604010,0,1, ,,t,0,0,0,49.28,116,t
682,DEX-4 GLUCOSE TB ORANGE 10,Dex-4,505735,4.99,57565949435,29,10ct, ,2027-03-01,t,30,1,0,3.02,116,t
683,DEX-4 GLUCOSE ASTD FRUIT TB 50,Dex-4,100376,16.99,57565961154,0,50ct, ,,t,0,0,0,9.30,116,t
686,BD ALCOHOL SWABS 326910 100,BD,807925,4.99,382903269105,0,100ct,,,t,0,0,0,2.40,116,t
687,NOVOFINE NEEDLE 30GX8MM 100,Novofine,117796,69.99,59014862036,9,100ct, ,,t,9,0,0,39.79,116,t
689,INSULIN PEN NEEDLE ULTRA FINE III SHT 31GX8MM 100,BD,768739,69.99,382903201082,6,100ct, ,,t,6,0,0,39.27,116,t
694,MICROLET LANCETS,Microlet,2,11.99,236922568056,0,100,2025-11-01 0:00,,t,0,0,0,0.00,116,t
681,DEX-4 GLUCOSE TB RASPBERRY 10,Dex-4,505560,4.99,57565949442,18,10ct, ,2026-07-01,t,24,6,0,3.02,116,t
690,INSULIN PEN NEEDLE ULTRA FINE MINI 31GX5MM 100/BOX,BD,727453,69.99,382903201457,2,100ct, ,,t,3,1,0,39.27,116,t
680,DEX-4 GLUCOSE TB GRAPE 10,Dex-4,505750,4.99,57565949466,17,10ct, ,2026-10-01,t,23,6,0,3.02,116,t
684,SPLENDA SWEET PACKET 100,Splenda,96285,9.99,722776200070,0,100ct, ,,t,0,0,0,5.82,116,t
1103,DEX-4 GLUCOSE TB CHOCOLATE & MARSHMALLOW 50,Dex-4,26,16.99,57565974840,4,50 tabs,,2029-10-01,t,5,1,0,9.30,116,t
1229,WMN EZH ORACLE LANCET 100,EZ Health,191353,12.99,671004000350,2,100 lancets,,,t,2,0,0,6.88,116,t
1250,EZ HEALTH ORACLE NEEDLE PEN INSULIN 32G 6MM 100,EZ Health,157655,27.99,671004000510,28,100 needles,,,t,28,0,0,15.74,116,t
1459,THICKENUP CLEAR 125G,Nestle,170572,29.99,773201062336,3,125g,,,t,3,0,0,17.49,116,t
1775,DIABETIC RX SOCK DIABETIC WHITE MD,,183941,9.99,898369092213,3,1 pair,,,t,3,0,0,5.80,116,t
756,BOOST JUST PROTEIN PD 227G,,102519,29.99,41679990254,0,227g,,,t,0,0,0,18.49,116,t
1251,ENSURE HIGH PROTEIN CHOCOLATE,,99,3.50,55325004295,0,237mL,,,t,0,0,0,0.00,116,t
1922,ENSURE PROTEIN MAX VANILLA 20G 4X235ML,,97254,14.00,55325000891,0,4 bottles,,2025-10-01,f,4,4,0,11.44,116,t
1258,ENSURE PLUS CALORIES STRAWBERRY 6X235ML,,99,3.50,55325007524,0,237mL,,,t,0,0,0,17.18,116,t
1230,ENSURE PLUS CHOCOLATE CAN 235ML,,814723,2.50,55325207023,0,235mL,,,t,0,0,0,1.84,116,t
1270,GLUCERNA STRAWBERRY BOTTLE,,99,2.99,55325004097,0,237mL,,,t,0,0,0,0.00,116,t
1241,GLUCERNA VANILLA BOTTLE,,99,2.99,55325004073,0,237mL,,,t,0,0,0,0.00,116,t
1279,ISOSOURCE FIBRE 1.5 CAL 250ML,,99,1.99,43900187709,0,250mL,,,t,0,0,0,2.98,116,t
750,ENSURE BOTTLE,,8,3.50,55325004134,0,1 BOTTLE,CHANGE TO SNACKS,,t,0,0,0,0.00,116,t
749,ENSURE PLUS VANILLA CANETTE 235ML,,7,2.50,55325207078,0,1 CAN,CHANGE TO SNACKS,,t,0,0,0,1.84,116,t
751,ENSURE PLUS CALORIES VANILLA 6X235ML,,9,3.50,55325007500,0,1 BOTTLE,CHANGE TO SNACKS THROUGH ADMIN,,t,0,0,0,17.18,116,t
1240,EZ HEALTH ORACLE NEEDLE PEN INSULIN 32G 4MM 100,EZ Health,157583,27.99,671004000435,10,100 needles,,,t,17,7,0,15.74,116,t
2126,ADVIL CHILD SUSP FRUIT 100ML,,164479,13.99,62107004480,1,100ml,,2028-05-31,t,2,1,0,8.26,117,t
374,TYLENOL COUCH/COLD/FLU XST DAY/NIGHT CPLT 12+12,Tylenol,5730,17.99,62600959386,5,24 ct, ,,t,8,3,0,11.14,117,t
439,ZINCOFAX OINT XST 100G,Zincofax,19267,15.99,628791005136,6,100 g, ,2028-01-01,t,8,2,0,9.28,117,t
371,TYLENOL CHLD FEVER & THROAT PAIN GRAPE CHEW 20,Tylenol,127535,11.99,62600275141,5,20 ct,"Chewables, Relieves Fever and Sore Throat Pain Grape Flavour, For ages 2-11yrs",2026-12-31,t,6,1,0,7.04,117,t
1952,BRAUN THERMOSCAN LENS FILTER 40,braun,54644,14.99,328785957211,4,1,,,t,4,0,0,8.07,117,t
2019,BOOGIE WIPES ORIGINAL UNSCENTED 30,Boggie Wipes,54094,4.99,897752002211,4,30 wipes,,,t,4,0,0,3.14,117,t
2020,BOOGIE WIPES GREAT GRAPE 30,Boggie Wipes,621664,4.99,897752002037,4,30 wipes,,,t,4,0,0,3.14,117,t
2021,HUGGIES REFRESHING CLEAN BABY WIPES 56,Huggies,134993,5.99,36000504071,3,56,,2027-05-31,t,4,1,0,3.84,117,t
177,ADVIL JR 100MG CHEW TB BLUE RASPBERRY 40,Advil,634360,22.99,62107006217,7,40 ct,,2025-10-31,t,7,0,0,14.19,117,t
183,ADVIL CHILDREN GRAPE DYE FREE 230ML,Advil,523092,22.99,62107006446,0,230 ml,,,t,0,0,0,14.19,117,t
184,AERIUS SYR BUBBLE GUM FLAVOR 100ML,Aerius,707034,13.99,56219312168,2,100 ml,"24 Hour Non-Drowsy Kids Allergy Medication, Antihistamines For Kids, Fast Allergy Relief, Bubblegum Flavour",2026-05-30,t,2,0,0,8.02,117,t
188,CLARITIN SYRUP CHILD GRAPE 120ML,Claritin,29284,13.99,56219961212,2,120 ml,,2026-07-31,t,2,0,0,7.91,117,t
189,HERBION COUGH SYRUP KIDS 150ML,Herbion,47771,13.99,4607006674837,2,150 ml, ,2025-11-30,t,2,0,0,7.74,117,t
190,GENEXA ACETAMIN CHILD PAIN&FEV160MG/5ML US 118ML,Genexa,178298,16.99,857630006878,0,118 ml, ,,t,0,0,0,9.94,117,t
182,ADVIL CHILDREN SUSP 100MG/5ML DYE FREE 100ML,Advil,169293,13.99,62107004343,0,100 ml, ,2027-09-30,t,4,4,0,8.26,117,t
187,BENADRYL KIDS GRAPE CHEW TB 20,Benadryl,93314,16.99,62600964120,0,20 Chewable tabs,,2026-06-30,t,2,2,0,9.86,117,t
185,BENADRYL LIQ CHILD 6.25MG/5ML BUBBLE GUM 100ML,Benadryl,194076,12.99,60093265809,4,100 ml,,2026-10-31,t,7,3,0,7.76,117,t
178,ADVIL JR GRAPE DYE FREE 40,"",6046,22.99,62107006033,3,40 ct,Chewable,2025-12-31,t,5,2,0,14.19,117,t
1659,SECRET ANTIPERSPIRANT BABY PD 170G,"",182302,9.99,30772102404,4,170g,"",2026-08-31,t,4,0,0,5.92,117,t
685,SPLENDA SWEET PKT 200,Splenda,96284,17.99,722776200216,0,200ct,,2027-12-09,t,3,3,0,10.26,116,t
2182,TYLENOL SUSP LIQ CHILD BERRY 2X100ML,tylenol,79950,21.99,62600918468,0,2x100ml,,2027-08-31,t,1,1,0,12.89,117,t
1782,ONE TOUCH VERIO STRIP 100,,47268,121.99,353885009805,8,100 test strips,,,t,10,2,0,72.91,116,t
2175,VICKS NYQUIL COLD&COUGH CHILD 2MG/15ML BERRY 236ML,Vicks,168725,14.99,56100073864,1,,,2027-05-31,t,2,1,0,8.30,117,t
191,HELIXIA KIDS NATURAL DEFENSE 120ML,Helixia,162624,34.99,625972020070,18,120 ml,,2025-11-30,t,27,9,0,19.89,117,t
179,ADVIL CHILD BLUE RASBERRY LIQ 100MG/5ML 100ML,Advil,156010,13.99,62107006118,3,100 ml,,,t,4,1,0,8.26,117,t
176,ADVIL JR CHEW TB 100MG BLUE RASPBERRY 20,Advil,650176,13.99,62107006200,3,20 ct,,,t,4,1,0,8.26,117,t
281,GRAVOL LIQ CHILD 15MG/5ML 75ML,Gravol,20248,11.99,58738325438,7,75 ml, ,2027-06-30,t,9,2,0,7.22,117,t
367,TYLENOL COLD ORAL SUSP CHILD BUBBLE GUM 100ML,Tylenol,185843,11.99,64541300616,0,100ml, ,,t,0,0,0,7.15,117,t
383,TYLENOL RG EZ TB 325MG 120,Tylenol,23953,19.99,62600961013,3,120 ct, ,2025-12-31,t,3,0,0,11.44,117,t
366,TYLENOL CHILD DYE FREE BERRY 100ML,Tylenol,833491,12.99,64541320003,5,100ml, ,2026-01-31,t,12,7,0,7.15,117,t
369,TYLENOL COLD DM SUSP BUBBLE GUM 100ML,Tylenol,185652,11.99,64541300623,4,100ml,,2025-12-31,t,6,2,0,7.15,117,t
365,TYLENOL SUSP GRAPE 160MG/5ML 100ML,Tylenol,649541,12.99,62600143723,2,100ml,,2026-04-30,t,10,8,0,7.15,117,t
389,REACTINE JR FAST MELT 10MG TB 24,Reactine,51735,28.99,62600962522,3,24 ct,,2027-07-31,t,4,1,0,17.25,117,t
387,PEDIATRIX CHILD DROPS CHERRY 24ML,Pediatrix,38257,11.99,64589001964,4,24 ct, ,2029-02-08,t,4,0,0,6.63,117,t
368,TYLENOL COLD&STUFFY NOSE CHILD 160MG 100ML,Tylenol,35972,11.99,64541301446,3,100ml, ,2027-03-31,t,4,1,0,7.15,117,t
380,TYLENOL EXTRA STRENGTH CPLT 200,Tylenol,141308,34.99,62600347053,12,200 ct, ,2026-11-30,t,16,4,0,20.77,117,t
428,BURT'S BEES BABY BEE SHP&BODY WASH CALMING 235ML,Burt's Bees,81949,11.99,792850023116,0,235 ml,,,t,0,0,0,6.72,117,t
429,BIOGAIA PROBIOTIC DROPS 100MILL CFU 5ML,Biogaia,162910,44.99,779170137709,0,5mL, ,,t,0,0,0,25.86,117,t
430,CORYZALIA COLD/CONGESTION 60,Boiron Coryzalia,536974,19.99,774016738676,0,60 Tablets, ,,t,0,0,0,11.31,117,t
180,ADVIL CHILDREN BUBBLE GUM DYE FREE 100ML,,164474,13.99,62107006415,3,100 ml,,,t,4,1,0,8.26,117,t
432,FLINTSTONES COMPLETE GUMMIES 180,Flintstones ,168420,35.99,56500372246,0,180 Gummies, ,,t,0,0,0,21.22,117,t
436,KIDS 0-9 SINUS ALL IN ONE SYRUP 25ML,Kids 0-9,44437,14.99,778159453168,1,25ml,,2029-10-01,t,1,0,0,9.25,117,t
437,LANSINOH LANOLIN CREAM 40G,Lansinoh,22664,15.99,44677940504,1,40 Grams,,2026-09-01,t,1,0,0,9.09,117,t
438,OVOL DROPS 40MG/ML 15ML,Ovol,157744,11.99,58738666852,0,15mL, ,,t,0,0,0,6.86,117,t
772,CEPACOL - CHILDRENS FRUITY STRAWBERRY,Cepacol,160314,12.49,363824989105,4,36 lozenges,,2026-11-30,t,4,0,0,0.00,117,t
1056,JJ BABY OIL W/ALOE&VITAMIN E 591ML,Johnson and Johnson's,44719,9.99,62600125934,0,591mL,,,t,3,3,0,5.57,117,t
1055,JJ BABY OIL 591ML,Johnson and Johnson's,48280,9.99,62600125927,0,591mL,,,t,0,0,0,5.57,117,t
1197,CHASE KOLIK DROPS CONC GAS RELIEF INFANTS 60ML,Dr Chase Pediatric,180748,14.99,59097002190,1,60mL,,2025-09-01,t,1,0,0,8.84,117,t
1438,TYLENOL DROPS INFANT DYE FREE WHITE GRAPE 15ML,Tylenol,648956,9.99,62600143709,0,15ml,,2026-08-31,t,3,3,0,5.75,117,t
1434,ADVIL JR CHEW TB 100MG GRAPE 40,Advil,421305,22.99,62107006019,3,4- tabs,,2026-10-31,t,3,0,0,14.19,117,t
1405,GRAVOL CHILDREN CHEW TB 15MG 18,Gravol,95553,9.99,58738326909,3,18 chewable tabs,,2027-06-30,t,5,2,0,5.80,117,t
1440,TYLENOL CHILD BUBBLE GUM CHEW TB 160MG 20,Tylenol,104504,12.99,62600962478,3,20 Chewable tabs,,2027-02-28,t,6,3,0,7.04,117,t
1432,FLINTSTONES COMPLETE VITAMIN CHEW TB 80,Bayer,147691,21.99,56500371027,2,80 tabs,,2026-05-01,t,3,1,0,12.83,117,t
1435,ADVIL JR TB CHEW 100MG VERY BERRY DYE FREE 40,Advil,0,22.99,62107006057,5,40 Chewable Tabs,,2027-02-28,t,7,2,0,14.19,117,t
1519,CETAPHIL BABY ECZEMA CALMING MOISTURIZER 295ML,Cetaphil,138753,19.99,772618083101,3,295ml,,2026-03-01,t,3,0,0,11.40,117,t
1787,B&L BIOTRUE EYE DROPS PRESERVATIVE FREE 2.4MG 10ML,Bausch + Lomb,137168,22.99,4030571005124,0,10 ml,,,t,0,0,0,10.50,117,t
1788,IRON KIDS GUMMIES OMEGA 3 60,Iron Kids,504530,11.99,683702100072,2,60 gummies,,2026-05-01,t,2,0,0,7.20,117,t
